date,case,family,start,end,minutes,scope,quality,lines,int,activity,enriched,complete_episode,scope_reason_provisional,timed,in_scope,in_scope_or_review,day_no
2026-09-23,OBS-08,CLAR,721.0,725.0,4.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-08,PO,725.0,726.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-08,SEND,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-01,SEND,729.0,730.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-03,SEND,730.0,731.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-10,EXC,733.0,735.0,2.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-11,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-11,CLAR,735.0,736.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-10,EXC,736.0,738.0,2.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-11,CLAR,738.0,741.0,3.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-12,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-12,PO,741.0,746.0,5.0,INCLUDE,VALID,2.0,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-12,CLAR,746.0,751.0,5.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-13,OTHER,782.0,785.0,3.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-12,CLAR,785.0,788.0,3.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-14,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-14,CLAR,788.0,793.0,5.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-14,PO,793.0,797.0,4.0,INCLUDE,VALID,5.0,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-14,CLAR,797.0,798.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-14,SEND,899.0,900.0,1.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-12,SEND,798.0,800.0,2.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-15,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-07,EXC,800.0,804.0,4.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-15,PO,804.0,806.0,2.0,INCLUDE,VALID,1.0,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-15,CHECK,806.0,808.0,2.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-15,OTHER,808.0,810.0,2.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-15,CLAR,810.0,817.0,7.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-16,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-16,CLAR,817.0,822.0,5.0,REVIEW_SCOPE,VALID,,,,False,True,Desk request that became the excluded missing-item trace; CLAR purpose unclear.,True,False,True,5
2026-09-23,OBS-16,EXC,822.0,864.0,42.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-17,EXC,864.0,866.0,2.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-17,REQ,,,,INCLUDE,VALID,,,,False,True,Provisional default.,False,True,True,5
2026-09-23,OBS-17,CLAR,880.0,887.0,7.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-18,SEND,887.0,889.0,2.0,EXCLUDE_LOGISTICS,VALID,,,,False,True,Case note: asking the transport company about next week's timing.,True,False,False,5
2026-09-23,OBS-18,EXC,890.0,892.0,2.0,EXCLUDE_EXC,VALID,,,,False,True,EXC family excluded (10 September decision).,True,False,False,5
2026-09-23,OBS-19,PO,892.0,897.0,5.0,INCLUDE,VALID,14.0,,,False,True,Provisional default.,True,True,True,5
2026-09-23,OBS-19,SEND,897.0,899.0,2.0,INCLUDE,VALID,,,,False,True,Provisional default.,True,True,True,5
